Nozzle_Capi,Katman_Yuksekligi,Nozzle_Sicakligi,Yatak_Sicakligi,Ortam_Sicakligi,Baski_Hizi,Filament_Tipi,Doluluk_Orani,Doluluk_Deseni,Utuleme,Destek_Tipi,Renk_Degisimi_Sayisi,Hata_Detayi,Baski_Durumu
0.6,0.12,223,43,26.0,400.0,TPU,36,Grid,1,Yok,14,Tikanma,0
0.4,0.16,255,48,43.0,368.0,PLA,88,Cubic,1,Yok,37,Basarili,0
0.4,0.08,207,54,45.0,408.0,TPU,81,Gyroid,0,Tree,24,Tikanma,0
0.4,0.2,266,65,29.0,54.0,ASA,44,Cubic,1,Yok,43,Warping,0
0.4,0.12,194,110,34.0,206.0,TPU,15,Cubic,0,Yok,44,Tikanma,0
0.4,0.28,209,71,56.0,156.0,ABS,66,Cubic,0,Normal,49,Warping,0
0.4,0.28,255,91,43.0,277.0,ABS,50,Grid,0,Tree,13,Basarili,1
0.8,0.08,264,71,30.0,191.0,PETG,52,Cubic,0,Normal,23,Ipliklenme,0
0.4,0.16,251,48,59.0,363.0,TPU,47,Cubic,1,Yok,42,Ipliklenme,0
0.4,0.16,221,52,40.0,221.0,ASA,55,Grid,1,Tree,1,Warping,0
0.4,0.08,247,95,59.0,195.0,ABS,65,Lightning,0,Yok,33,Basarili,1
0.2,0.28,239,83,57.0,56.0,PETG,46,Gyroid,1,Yok,48,Basarili,1
0.2,0.28,227,69,34.0,392.0,ASA,30,Lightning,0,Normal,22,Warping,0
0.4,0.16,244,55,34.0,402.0,ASA,15,Cubic,0,Yok,7,Basarili,1
0.6,0.12,217,51,56.0,350.0,ASA,29,Lightning,0,Normal,4,Basarili,1
0.4,0.2,263,113,,65.0,PLA,44,Grid,1,Yok,28,Basarili,1
0.8,0.12,275,105,40.0,369.0,ABS,29,Gyroid,0,Yok,42,Basarili,0
0.4,0.28,270,57,39.0,86.0,PLA,88,Lightning,0,Yok,32,Basarili,1
0.4,0.12,211,52,52.0,202.0,PLA,79,Cubic,0,Tree,19,Basarili,1
0.4,0.2,232,63,22.0,,ABS,78,Gyroid,0,Tree,15,Basarili,1
0.4,0.12,272,51,59.0,232.0,TPU,56,Cubic,0,Yok,36,Ipliklenme,0
0.6,0.12,270,99,42.0,205.0,PETG,7,Lightning,0,Tree,47,Ipliklenme,0
0.4,0.12,277,99,42.0,186.0,ABS,43,Lightning,0,Tree,36,Basarili,1
0.4,0.12,225,40,46.0,445.0,PETG,95,Cubic,0,Yok,41,Basarili,1
0.6,0.08,241,82,54.0,139.0,TPU,39,Gyroid,0,Tree,40,Tikanma,0
0.8,0.28,225,94,44.0,267.0,ABS,44,Gyroid,1,Normal,23,Basarili,1
0.6,0.2,217,79,51.0,379.0,ASA,99,Gyroid,0,Tree,28,Warping,0
0.4,0.28,267,103,41.0,235.0,ABS,89,Lightning,0,Tree,34,Basarili,0
0.6,0.08,247,73,27.0,,TPU,26,Lightning,1,Tree,8,Ipliklenme,0
0.4,0.08,225,73,57.0,258.0,PLA,66,Cubic,0,Yok,21,Basarili,1
0.4,0.08,259,87,,100.0,ABS,23,Cubic,1,Normal,19,Warping,0
0.4,0.08,198,72,47.0,337.0,ASA,18,Grid,0,Yok,39,Tikanma,0
0.4,0.12,210,107,47.0,137.0,ABS,54,Grid,0,Yok,3,Basarili,1
0.4,0.28,253,69,30.0,185.0,PLA,66,Grid,1,Yok,42,Basarili,0
0.4,0.16,265,110,31.0,207.0,ABS,91,Cubic,0,Yok,35,Warping,0
0.6,0.2,250,110,21.0,331.0,ASA,94,Gyroid,0,Tree,11,Warping,0
0.4,0.08,229,68,56.0,204.0,TPU,47,Grid,0,Tree,22,Tikanma,0
0.2,0.28,245,62,23.0,,ASA,59,Cubic,0,Tree,38,Warping,0
0.2,0.08,193,73,53.0,216.0,TPU,44,Lightning,1,Yok,7,Basarili,1
0.8,0.08,220,54,42.0,,ASA,16,Gyroid,0,Normal,9,Basarili,1
0.4,0.08,216,92,32.0,228.0,PETG,69,Grid,1,Normal,22,Basarili,1
0.4,0.08,247,56,26.0,378.0,ABS,38,Lightning,0,Yok,28,Warping,0
0.6,0.08,214,103,51.0,99.0,ABS,87,Gyroid,0,Yok,44,Basarili,1
0.6,0.2,258,100,42.0,350.0,PLA,27,Gyroid,0,Yok,31,Basarili,0
0.4,0.28,259,96,27.0,136.0,PETG,75,Lightning,1,Tree,13,Basarili,1
0.4,0.08,194,76,56.0,82.0,PLA,11,Grid,0,Tree,15,Basarili,1
0.6,0.08,197,46,53.0,324.0,ABS,69,Grid,1,Tree,38,Tikanma,0
0.4,0.08,198,47,,190.0,PLA,22,Lightning,0,Yok,47,Basarili,1
0.4,0.08,204,107,56.0,255.0,TPU,12,Lightning,1,Yok,16,Tikanma,0
0.6,0.12,196,60,42.0,273.0,PETG,93,Lightning,0,Tree,19,Basarili,1
0.4,0.12,261,100,57.0,162.0,ASA,46,Cubic,0,Yok,11,Basarili,1
0.4,0.16,204,113,48.0,327.0,TPU,97,Gyroid,0,Normal,8,Tikanma,0
0.4,0.08,226,114,,,ASA,91,Grid,1,Yok,7,Warping,0
0.2,0.16,272,68,59.0,54.0,PLA,97,Grid,0,Tree,40,Basarili,1
0.4,0.2,228,64,30.0,431.0,ABS,5,Lightning,0,Yok,36,Warping,0
0.6,0.16,195,97,33.0,261.0,TPU,83,Gyroid,1,Yok,20,Tikanma,0
0.2,0.28,272,53,21.0,305.0,PETG,19,Lightning,0,Tree,41,Ipliklenme,0
0.4,0.12,246,105,54.0,383.0,ASA,32,Gyroid,0,Yok,31,Basarili,0
0.4,0.12,270,93,54.0,79.0,TPU,40,Lightning,0,Tree,36,Ipliklenme,0
0.2,0.08,208,106,47.0,396.0,ABS,50,Lightning,0,Yok,45,Tikanma,0
0.8,0.08,252,69,27.0,131.0,PETG,81,Gyroid,0,Tree,17,Ipliklenme,0
0.4,0.2,220,57,51.0,,PETG,25,Grid,0,Normal,28,Basarili,1
0.4,0.2,264,93,23.0,393.0,ASA,53,Grid,0,Normal,6,Basarili,1
0.4,0.28,268,60,26.0,437.0,TPU,43,Cubic,0,Tree,39,Ipliklenme,0
0.4,0.08,199,92,58.0,410.0,TPU,42,Gyroid,0,Normal,36,Tikanma,0
0.2,0.08,276,55,46.0,372.0,PETG,13,Grid,0,Yok,5,Basarili,1
0.6,0.2,256,67,56.0,,PLA,24,Grid,0,Yok,19,Basarili,1
0.8,0.2,251,43,36.0,167.0,PETG,88,Gyroid,0,Yok,8,Basarili,1
0.4,0.2,192,94,29.0,79.0,ABS,12,Grid,0,Tree,8,Warping,0
0.4,0.12,207,54,23.0,160.0,TPU,18,Gyroid,1,Yok,7,Tikanma,0
0.6,0.16,214,103,42.0,,ASA,66,Grid,1,Yok,16,Basarili,1
0.6,0.16,209,104,33.0,303.0,TPU,88,Lightning,1,Yok,23,Tikanma,0
0.4,0.08,247,55,,248.0,PETG,39,Gyroid,0,Normal,39,Ipliklenme,0
0.4,0.12,275,59,21.0,344.0,ABS,59,Gyroid,0,Yok,22,Warping,0
0.4,0.2,239,103,43.0,391.0,PLA,49,Grid,0,Tree,32,Basarili,1
0.6,0.08,268,72,,346.0,TPU,25,Gyroid,1,Yok,21,Ipliklenme,0
0.6,0.12,199,108,46.0,336.0,PETG,57,Cubic,1,Tree,49,Tikanma,0
0.4,0.28,210,108,43.0,446.0,PETG,58,Cubic,0,Tree,46,Basarili,1
0.4,0.12,218,97,48.0,293.0,PETG,90,Gyroid,0,Yok,21,Basarili,1
0.8,0.08,199,78,30.0,270.0,ABS,47,Cubic,1,Tree,26,Tikanma,0
0.6,0.16,202,75,37.0,205.0,PETG,10,Grid,0,Tree,47,Basarili,0
0.8,0.2,236,107,23.0,432.0,PETG,59,Grid,1,Tree,1,Basarili,1
0.6,0.28,212,60,,285.0,PETG,48,Gyroid,0,Normal,30,Basarili,1
0.4,0.12,239,102,33.0,369.0,TPU,95,Grid,0,Yok,12,Tikanma,0
0.4,0.08,276,45,51.0,422.0,PETG,72,Grid,0,Tree,1,Ipliklenme,0
0.4,0.08,193,63,23.0,68.0,ABS,8,Cubic,0,Tree,45,Warping,0
0.2,0.2,256,92,39.0,264.0,TPU,67,Grid,0,Yok,6,Ipliklenme,0
0.4,0.08,274,89,40.0,416.0,PETG,96,Grid,0,Tree,10,Ipliklenme,0
0.6,0.08,242,51,22.0,163.0,PLA,95,Cubic,0,Tree,46,Basarili,0
0.4,0.2,191,95,44.0,249.0,ABS,62,Lightning,0,Yok,25,Basarili,1
0.6,0.28,257,54,,74.0,PLA,58,Gyroid,1,Yok,48,Basarili,0
0.4,0.16,254,79,30.0,170.0,ABS,85,Gyroid,0,Normal,20,Warping,0
0.8,0.16,268,80,35.0,279.0,PLA,42,Lightning,0,Tree,48,Basarili,0
0.2,0.12,246,108,55.0,148.0,PETG,64,Cubic,0,Yok,14,Ipliklenme,0
0.4,0.28,259,108,,395.0,PLA,56,Cubic,0,Normal,15,Basarili,1
0.4,0.12,196,45,50.0,,PLA,33,Grid,1,Tree,8,Basarili,1
0.4,0.16,208,106,59.0,435.0,ABS,44,Grid,0,Yok,20,Tikanma,0
0.6,0.2,233,72,32.0,310.0,PETG,75,Gyroid,0,Normal,40,Basarili,1
0.6,0.08,252,82,42.0,303.0,ABS,12,Gyroid,0,Yok,5,Warping,0
0.4,0.16,254,60,23.0,69.0,PETG,39,Cubic,0,Normal,0,Basarili,1
0.4,0.28,228,104,56.0,253.0,ASA,86,Grid,0,Yok,30,Basarili,1
0.4,0.16,272,56,56.0,343.0,TPU,20,Cubic,0,Yok,4,Ipliklenme,0
0.4,0.28,215,47,52.0,406.0,TPU,22,Lightning,0,Tree,36,Tikanma,0
0.8,0.28,233,103,48.0,177.0,ABS,63,Gyroid,1,Yok,25,Basarili,1
0.6,0.28,201,67,56.0,407.0,PETG,93,Gyroid,1,Normal,0,Tikanma,0
0.4,0.12,211,52,38.0,341.0,PLA,38,Cubic,0,Tree,0,Basarili,1
0.6,0.2,266,52,39.0,223.0,TPU,8,Grid,1,Yok,28,Ipliklenme,0
0.4,0.16,203,77,51.0,270.0,ABS,73,Grid,0,Yok,21,Tikanma,0
0.8,0.2,275,64,35.0,404.0,ABS,82,Lightning,0,Yok,37,Warping,0
0.4,0.08,219,101,24.0,418.0,ABS,69,Lightning,0,Yok,40,Warping,0
0.6,0.16,233,62,31.0,86.0,PETG,65,Lightning,0,Tree,18,Basarili,1
0.6,0.2,273,60,40.0,359.0,ABS,90,Cubic,0,Tree,27,Warping,0
0.4,0.2,227,93,33.0,198.0,ASA,50,Gyroid,1,Tree,4,Warping,0
0.6,0.08,248,102,56.0,,PLA,25,Cubic,0,Tree,20,Basarili,1
0.4,0.28,231,69,41.0,119.0,ABS,81,Cubic,0,Yok,48,Warping,0
0.4,0.16,241,114,49.0,133.0,PETG,97,Grid,1,Yok,21,Basarili,1
0.4,0.16,252,107,,254.0,PLA,42,Lightning,0,Yok,19,Basarili,1
0.8,0.08,250,112,24.0,316.0,PLA,77,Gyroid,0,Yok,11,Basarili,1
0.6,0.28,223,71,48.0,137.0,TPU,90,Lightning,0,Yok,5,Tikanma,0
0.6,0.16,228,114,49.0,301.0,ABS,85,Lightning,0,Yok,28,Basarili,1
0.6,0.16,230,63,37.0,260.0,ABS,64,Lightning,0,Normal,44,Warping,0
0.4,0.16,226,46,20.0,392.0,PETG,91,Gyroid,0,Yok,39,Basarili,1
0.8,0.28,254,111,58.0,80.0,ASA,40,Grid,0,Normal,34,Basarili,1
0.4,0.08,268,40,,406.0,ASA,10,Gyroid,0,Yok,10,Basarili,1
0.4,0.16,221,42,22.0,365.0,TPU,43,Gyroid,0,Yok,32,Tikanma,0
0.4,0.2,197,67,26.0,110.0,ASA,33,Grid,1,Yok,24,Warping,0
0.6,0.28,207,82,46.0,116.0,PETG,31,Gyroid,0,Yok,13,Basarili,1
0.6,0.12,234,85,47.0,275.0,TPU,73,Gyroid,1,Yok,28,Tikanma,0
0.4,0.08,222,40,50.0,,ABS,13,Cubic,1,Yok,12,Warping,0
0.2,0.2,194,77,34.0,376.0,ASA,28,Gyroid,0,Yok,14,Tikanma,0
0.6,0.16,271,74,27.0,116.0,PETG,67,Cubic,1,Yok,7,Ipliklenme,0
0.2,0.12,263,113,25.0,177.0,PETG,23,Cubic,0,Tree,46,Ipliklenme,0
0.6,0.08,225,113,47.0,160.0,ABS,34,Cubic,1,Yok,44,Basarili,1
0.8,0.28,212,93,23.0,321.0,PETG,62,Lightning,0,Tree,32,Basarili,1
0.4,0.12,229,63,49.0,350.0,TPU,44,Grid,0,Yok,10,Tikanma,0
0.4,0.12,194,67,36.0,83.0,TPU,72,Lightning,0,Normal,14,Basarili,1
0.6,0.2,223,61,53.0,261.0,PLA,36,Grid,0,Tree,20,Basarili,1
0.6,0.08,213,55,25.0,349.0,ABS,69,Gyroid,0,Normal,35,Warping,0
0.4,0.2,206,52,55.0,422.0,PETG,38,Cubic,0,Yok,5,Tikanma,0
0.8,0.2,260,101,54.0,,ASA,89,Lightning,1,Yok,24,Basarili,1
0.2,0.16,270,82,58.0,152.0,TPU,35,Gyroid,0,Tree,43,Ipliklenme,0
0.4,0.28,211,71,58.0,255.0,ABS,63,Lightning,1,Yok,0,Warping,0
0.6,0.12,204,106,35.0,169.0,ABS,82,Gyroid,0,Normal,41,Basarili,1
0.6,0.08,204,96,21.0,219.0,TPU,30,Lightning,0,Tree,49,Tikanma,0
0.4,0.28,214,104,27.0,84.0,PLA,26,Gyroid,1,Normal,32,Basarili,1
0.6,0.28,242,108,34.0,431.0,ABS,38,Gyroid,0,Yok,38,Spagetti,0
0.4,0.08,210,88,46.0,380.0,PETG,17,Lightning,0,Yok,31,Basarili,1
0.4,0.28,255,72,35.0,295.0,ASA,59,Gyroid,1,Yok,1,Warping,0
0.4,0.16,221,58,20.0,389.0,ASA,12,Cubic,0,Normal,24,Warping,0
0.6,0.28,210,75,29.0,358.0,TPU,66,Cubic,0,Normal,39,Tikanma,0
0.4,0.16,257,109,26.0,,ABS,26,Cubic,1,Yok,32,Warping,0
0.4,0.12,233,54,29.0,448.0,ASA,60,Cubic,1,Yok,37,Warping,0
0.4,0.12,272,63,31.0,355.0,ABS,88,Grid,1,Yok,10,Warping,0
0.6,0.2,255,66,,190.0,TPU,25,Lightning,1,Tree,18,Ipliklenme,0
0.4,0.16,279,88,31.0,160.0,PLA,53,Cubic,0,Yok,24,Basarili,1
0.6,0.12,203,114,34.0,212.0,ASA,98,Cubic,0,Yok,27,Warping,0
0.4,0.28,204,62,51.0,160.0,PETG,10,Cubic,1,Yok,9,Basarili,1
0.4,0.08,209,72,51.0,201.0,TPU,39,Grid,0,Yok,30,Tikanma,0
0.4,0.08,223,80,45.0,425.0,PLA,31,Lightning,0,Tree,15,Basarili,1
0.6,0.16,225,95,33.0,114.0,PETG,88,Gyroid,0,Yok,47,Basarili,0
0.8,0.2,272,68,45.0,155.0,PETG,44,Grid,1,Normal,41,Ipliklenme,0
0.2,0.28,198,70,24.0,265.0,ASA,18,Cubic,0,Yok,17,Tikanma,0
0.4,0.16,260,104,57.0,140.0,ABS,78,Cubic,0,Normal,21,Basarili,1
0.2,0.08,219,57,23.0,75.0,TPU,56,Grid,0,Tree,49,Basarili,1
0.4,0.16,266,45,47.0,206.0,PETG,83,Lightning,1,Yok,34,Ipliklenme,0
0.4,0.28,252,91,,,ASA,44,Lightning,1,Yok,11,Warping,0
0.4,0.12,224,79,32.0,,PLA,47,Gyroid,0,Yok,41,Basarili,1
0.4,0.28,202,104,22.0,139.0,PETG,62,Grid,0,Yok,27,Basarili,1
0.4,0.12,268,81,44.0,182.0,PLA,7,Lightning,1,Normal,47,Basarili,0
0.4,0.12,235,107,35.0,210.0,TPU,19,Grid,1,Tree,8,Tikanma,0
0.6,0.12,245,71,40.0,281.0,ASA,49,Lightning,0,Yok,29,Warping,0
0.4,0.16,198,49,32.0,429.0,PLA,99,Lightning,1,Tree,17,Tikanma,0
0.2,0.08,276,108,55.0,,ABS,15,Cubic,1,Yok,44,Basarili,0
0.6,0.16,225,48,27.0,432.0,PLA,43,Lightning,0,Yok,23,Basarili,1
0.4,0.08,192,108,38.0,418.0,PLA,23,Lightning,0,Normal,45,Tikanma,0
0.4,0.28,208,100,35.0,160.0,ASA,83,Grid,1,Tree,18,Basarili,1
0.4,0.2,217,50,31.0,213.0,ASA,24,Lightning,0,Yok,13,Basarili,1
0.4,0.28,212,107,39.0,126.0,PETG,90,Lightning,0,Yok,1,Basarili,1
0.2,0.16,196,113,37.0,258.0,PLA,75,Grid,1,Normal,10,Tikanma,0
0.4,0.16,265,47,31.0,62.0,PLA,60,Lightning,0,Tree,25,Basarili,1
0.8,0.08,203,88,44.0,107.0,ASA,82,Grid,0,Tree,7,Warping,0
0.4,0.16,235,63,30.0,435.0,ABS,8,Grid,1,Yok,2,Basarili,1
0.4,0.12,204,72,41.0,393.0,ASA,13,Grid,0,Tree,14,Tikanma,0
0.4,0.16,256,58,53.0,,ABS,29,Grid,0,Yok,44,Warping,0
0.4,0.08,204,41,32.0,74.0,ASA,51,Cubic,0,Normal,39,Warping,0
0.4,0.08,240,94,57.0,83.0,TPU,53,Cubic,0,Yok,12,Basarili,1
0.6,0.12,277,50,31.0,189.0,PLA,31,Cubic,1,Yok,15,Basarili,1
0.4,0.08,197,56,58.0,324.0,ABS,32,Cubic,1,Tree,21,Tikanma,0
0.4,0.2,258,81,55.0,419.0,TPU,92,Grid,0,Normal,32,Ipliklenme,0
0.4,0.28,251,100,47.0,411.0,ABS,66,Grid,0,Yok,1,Basarili,1
0.4,0.16,240,42,46.0,271.0,PETG,20,Grid,1,Tree,44,Basarili,1
0.8,0.2,252,74,58.0,86.0,PETG,91,Grid,0,Normal,28,Ipliklenme,0
0.2,0.16,257,105,32.0,412.0,PLA,50,Cubic,0,Yok,45,Basarili,1
0.4,0.2,267,40,59.0,178.0,TPU,79,Lightning,1,Yok,33,Ipliklenme,0
0.4,0.16,205,46,46.0,365.0,TPU,50,Cubic,0,Yok,15,Tikanma,0
0.8,0.12,273,59,50.0,372.0,PETG,44,Grid,0,Yok,13,Ipliklenme,0
0.4,0.08,213,82,21.0,267.0,PLA,87,Grid,1,Tree,38,Basarili,1
0.4,0.08,195,45,37.0,384.0,PETG,38,Lightning,1,Normal,45,Tikanma,0
0.6,0.12,246,94,45.0,297.0,TPU,91,Grid,0,Tree,49,Ipliklenme,0
0.6,0.2,220,60,50.0,160.0,ABS,14,Lightning,1,Normal,48,Warping,0
0.4,0.28,195,90,57.0,353.0,TPU,5,Grid,0,Normal,4,Tikanma,0
0.4,0.2,268,85,41.0,269.0,PLA,70,Lightning,0,Yok,42,Basarili,1
0.4,0.08,218,74,55.0,245.0,TPU,90,Gyroid,1,Normal,17,Tikanma,0
0.4,0.28,256,47,38.0,196.0,ASA,21,Gyroid,0,Tree,47,Warping,0
0.4,0.16,264,107,33.0,393.0,TPU,51,Gyroid,0,Yok,25,Ipliklenme,0
0.4,0.28,192,55,33.0,89.0,ASA,28,Gyroid,0,Normal,9,Warping,0
0.4,0.2,217,106,48.0,183.0,PETG,54,Grid,0,Yok,5,Basarili,1
0.4,0.12,263,110,36.0,401.0,ASA,89,Grid,0,Tree,13,Basarili,1
0.4,0.16,237,103,56.0,240.0,TPU,33,Grid,1,Tree,1,Tikanma,0
0.8,0.2,269,41,28.0,212.0,TPU,82,Gyroid,0,Normal,26,Ipliklenme,0
0.4,0.16,199,40,20.0,110.0,TPU,76,Lightning,0,Yok,8,Tikanma,0
0.2,0.28,222,97,23.0,54.0,PLA,98,Lightning,0,Normal,12,Basarili,1
0.2,0.08,256,40,26.0,86.0,PETG,90,Gyroid,0,Tree,20,Basarili,1
0.8,0.2,258,46,30.0,266.0,ASA,91,Grid,0,Tree,43,Warping,0
0.4,0.12,201,108,33.0,274.0,ABS,17,Gyroid,0,Yok,1,Tikanma,0
0.2,0.28,246,57,38.0,265.0,ASA,68,Cubic,0,Tree,2,Warping,0
0.4,0.2,233,71,59.0,188.0,TPU,32,Lightning,0,Yok,12,Tikanma,0
0.4,0.12,202,84,22.0,155.0,ABS,98,Gyroid,1,Tree,20,Warping,0
0.4,0.2,213,72,27.0,148.0,ABS,9,Gyroid,0,Tree,32,Warping,0
0.4,0.28,233,113,48.0,,ASA,78,Gyroid,0,Tree,19,Basarili,1
0.2,0.2,246,112,56.0,313.0,ASA,13,Gyroid,0,Normal,35,Basarili,1
0.8,0.16,205,88,28.0,136.0,ASA,18,Grid,0,Normal,17,Warping,0
0.4,0.28,210,72,38.0,133.0,ASA,14,Lightning,0,Tree,24,Warping,0
0.4,0.2,265,110,31.0,273.0,PETG,37,Cubic,0,Normal,44,Ipliklenme,0
0.6,0.08,240,107,46.0,60.0,PLA,79,Grid,0,Yok,37,Basarili,1
0.4,0.2,210,67,56.0,376.0,PLA,44,Gyroid,0,Tree,24,Basarili,1
0.4,0.16,249,92,44.0,235.0,ASA,10,Gyroid,0,Yok,37,Basarili,1
0.4,0.12,240,83,57.0,399.0,PLA,21,Gyroid,0,Normal,14,Basarili,1
0.4,0.12,210,94,36.0,428.0,ASA,40,Gyroid,0,Yok,49,Basarili,1
0.6,0.12,195,49,52.0,280.0,ASA,74,Lightning,1,Yok,16,Tikanma,0
0.8,0.08,262,53,58.0,,ASA,65,Gyroid,1,Normal,45,Warping,0
0.4,0.16,254,75,33.0,155.0,PETG,78,Cubic,1,Normal,35,Ipliklenme,0
0.4,0.28,265,73,47.0,302.0,TPU,53,Grid,0,Yok,28,Ipliklenme,0
0.8,0.12,247,57,37.0,98.0,PLA,73,Lightning,0,Yok,32,Basarili,0
0.6,0.16,267,55,52.0,312.0,PLA,87,Gyroid,0,Yok,31,Basarili,1
0.6,0.2,195,76,34.0,254.0,PETG,75,Cubic,0,Tree,7,Tikanma,0
0.4,0.08,254,80,30.0,406.0,PETG,28,Grid,0,Yok,42,Ipliklenme,0
0.4,0.16,275,64,55.0,100.0,ASA,55,Grid,0,Tree,12,Warping,0
0.6,0.16,223,47,34.0,224.0,ASA,46,Lightning,0,Yok,16,Warping,0
0.4,0.28,245,57,49.0,,TPU,23,Grid,0,Tree,20,Tikanma,0
0.4,0.16,264,107,34.0,310.0,PLA,66,Gyroid,0,Normal,13,Basarili,1
0.2,0.28,192,87,,271.0,PETG,79,Gyroid,0,Yok,24,Tikanma,0
0.4,0.08,231,109,34.0,272.0,TPU,71,Cubic,0,Yok,48,Tikanma,0
0.4,0.08,251,106,48.0,318.0,PLA,34,Cubic,0,Tree,23,Basarili,1
0.4,0.2,195,57,30.0,347.0,TPU,42,Grid,0,Tree,32,Tikanma,0
0.8,0.28,195,57,37.0,430.0,TPU,10,Lightning,0,Tree,7,Tikanma,0
0.4,0.28,252,95,59.0,438.0,ASA,26,Gyroid,0,Yok,27,Spagetti,0
0.6,0.12,209,62,50.0,367.0,TPU,15,Grid,0,Yok,18,Tikanma,0
0.4,0.12,210,74,28.0,434.0,ASA,76,Lightning,0,Yok,10,Warping,0
0.4,0.2,191,45,41.0,123.0,PLA,95,Grid,0,Yok,9,Basarili,1
0.8,0.08,279,65,30.0,163.0,PLA,33,Lightning,1,Yok,0,Basarili,1
0.4,0.12,279,100,36.0,268.0,ASA,12,Cubic,1,Normal,4,Basarili,1
0.2,0.16,245,54,52.0,103.0,ABS,91,Gyroid,1,Normal,15,Warping,0
0.4,0.08,199,71,30.0,249.0,TPU,97,Cubic,0,Tree,19,Tikanma,0
0.2,0.16,276,51,58.0,421.0,PLA,84,Gyroid,0,Yok,19,Basarili,1
0.6,0.28,259,44,27.0,180.0,TPU,39,Lightning,0,Yok,27,Ipliklenme,0
0.8,0.08,212,103,23.0,388.0,ABS,76,Lightning,1,Yok,4,Warping,0
0.4,0.2,219,110,55.0,241.0,TPU,76,Grid,1,Tree,47,Tikanma,0
0.4,0.28,267,66,38.0,228.0,ABS,49,Lightning,1,Tree,2,Warping,0
0.4,0.28,226,84,43.0,435.0,PETG,37,Lightning,0,Yok,29,Spagetti,0
0.6,0.16,244,74,37.0,354.0,ABS,9,Grid,0,Yok,22,Warping,0
0.2,0.28,238,65,52.0,336.0,PLA,66,Grid,0,Yok,33,Basarili,1
0.4,0.12,223,62,55.0,289.0,ASA,41,Gyroid,1,Normal,48,Warping,0
0.4,0.08,233,52,29.0,294.0,ASA,21,Lightning,0,Yok,27,Warping,0
0.4,0.12,211,42,33.0,379.0,TPU,26,Grid,0,Yok,0,Tikanma,0
0.4,0.16,220,68,26.0,166.0,PETG,82,Gyroid,0,Yok,47,Basarili,0
0.6,0.16,196,105,31.0,257.0,TPU,36,Gyroid,1,Tree,26,Tikanma,0
0.2,0.08,210,103,41.0,261.0,ABS,18,Cubic,0,Yok,33,Basarili,1
0.4,0.28,205,67,46.0,308.0,ASA,24,Grid,1,Normal,30,Tikanma,0
0.6,0.2,209,75,56.0,429.0,ABS,26,Cubic,0,Normal,31,Tikanma,0
0.6,0.16,232,45,30.0,212.0,ASA,34,Gyroid,0,Tree,6,Warping,0
0.2,0.08,233,50,55.0,275.0,ASA,58,Lightning,0,Yok,42,Warping,0
0.4,0.2,236,77,32.0,390.0,ASA,37,Grid,1,Yok,37,Warping,0
0.4,0.28,208,73,51.0,113.0,PLA,9,Grid,1,Tree,33,Basarili,1
0.4,0.16,237,106,27.0,295.0,ABS,22,Gyroid,0,Yok,45,Warping,0
0.4,0.08,268,85,26.0,67.0,TPU,67,Grid,0,Yok,3,Ipliklenme,0
0.2,0.08,258,68,36.0,83.0,PETG,50,Gyroid,0,Yok,18,Ipliklenme,0
0.4,0.08,200,99,,361.0,TPU,11,Grid,0,Tree,21,Tikanma,0
0.6,0.16,268,93,53.0,372.0,ABS,33,Grid,0,Yok,28,Basarili,1
0.4,0.2,218,108,39.0,230.0,PETG,61,Lightning,0,Normal,33,Basarili,1
0.4,0.08,234,113,27.0,396.0,TPU,51,Gyroid,0,Yok,33,Tikanma,0
0.2,0.28,257,113,41.0,243.0,PETG,13,Cubic,0,Yok,44,Ipliklenme,0
0.8,0.08,225,48,46.0,241.0,ABS,63,Lightning,1,Normal,44,Warping,0
0.6,0.2,237,49,53.0,116.0,ASA,75,Gyroid,1,Normal,2,Warping,0
0.6,0.16,276,114,40.0,258.0,ABS,75,Grid,0,Yok,20,Basarili,1
0.6,0.08,204,107,34.0,415.0,PLA,47,Gyroid,0,Yok,37,Basarili,1
0.8,0.08,233,97,24.0,216.0,PETG,63,Gyroid,1,Normal,20,Basarili,1
0.4,0.28,256,91,,295.0,ABS,10,Lightning,0,Yok,16,Basarili,1
0.4,0.28,263,73,36.0,294.0,ASA,57,Gyroid,0,Yok,28,Warping,0
0.4,0.08,229,74,27.0,215.0,ASA,68,Grid,1,Tree,32,Warping,0
0.6,0.08,275,72,38.0,345.0,ABS,95,Cubic,1,Tree,38,Warping,0
0.6,0.28,203,111,24.0,260.0,TPU,8,Cubic,1,Yok,25,Tikanma,0
0.4,0.2,252,71,42.0,182.0,ABS,5,Grid,0,Yok,6,Warping,0
0.2,0.12,270,94,38.0,,ASA,74,Cubic,0,Yok,44,Basarili,0
0.4,0.12,274,47,33.0,447.0,ABS,35,Lightning,0,Tree,8,Warping,0
0.8,0.08,240,85,29.0,396.0,PLA,69,Gyroid,0,Tree,17,Basarili,1
0.4,0.28,268,53,50.0,98.0,TPU,73,Gyroid,0,Yok,0,Ipliklenme,0
0.4,0.16,247,47,32.0,113.0,ABS,23,Cubic,0,Tree,10,Basarili,1
0.4,0.16,204,110,41.0,161.0,ASA,73,Cubic,0,Tree,21,Basarili,0
0.4,0.12,254,93,56.0,405.0,ABS,73,Cubic,0,Tree,31,Basarili,1
0.6,0.2,277,60,58.0,234.0,ABS,53,Lightning,1,Tree,42,Warping,0
